koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_duration,ra,dec,koi_kepmag,koi_score,koi_smass,koi_srad,koi_smet,koi_slogg,koi_steff,koi_tce_plnt_num,koi_model_snr,koi_insol,koi_teq,koi_prad,koi_ror,koi_depth,koi_impact,koi_eccen,koi_disposition_CANDIDATE,koi_disposition_CONFIRMED,koi_disposition_FALSE POSITIVE
CANDIDATE,0,0,0,0,511.882,533.7435,2455366.743,4.822,295.69479,46.319328,15.462,0.2,1.046,1.007,-0.12,4.454,6141.0,1.0,6.5,0.79,241.0,2.56,0.023257,610.0,0.5102,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,1,0,247.372131,277.35008,2455110.35,3.271,296.85858,46.30019,13.359,0.2,1.0,1.0,0.06000000000000001,4.438,5780.0,1.0,12.4,1.67,290.0,2.47,0.022658,513.4,0.4257,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,96.16705,134.6749,2454967.675,2.775,300.47403,46.332039,13.419,0.21800000000000003,0.779,0.716,-0.26,4.617,5147.0,1.0,7.2,2.26,313.0,1.15,0.014748,270.7,0.1194,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,95.254421,181.4574,2455014.457,3.379,289.87979,46.400139,15.833,0.2,1.117,1.012,0.07,4.476,6063.0,1.0,6.1,6.89,413.0,2.2,0.01989,465.4,0.3116,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,425.483539,149.0438,2454982.044,17.856,294.05762,46.441029,15.807,0.904,1.133,1.022,0.21,4.473,5977.0,1.0,19.6,0.89,248.0,3.2,0.028707,996.6,0.03,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,208.800733,328.6955,2455161.695,1.964,296.94031,46.494099,15.239,0.2,1.175,1.168,0.1,4.372,6208.0,1.0,4.9,3.43,347.0,2.88,0.022565,594.0,0.3095,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,7.863361238,131.685485,2454964.685,3.42771,297.31314,46.448212,12.524,0.973,0.976,1.4,0.1,4.136,5615.0,1.0,723.3,294.86,1057.0,22.7,0.148511,18157.0,0.869,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,120.16983803,222.0869054,2455055.087,3.19,296.40851,47.982121,12.138,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,113.71363032,179.5299204,2455012.53,2.45,296.75278,47.973282,15.499,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,17.634272,133.29332,2454966.293,1.387,298.74216,47.945278,12.31,0.018,0.933,1.979,0.1,3.815,4885.0,1.0,9.7,118.84,842.0,1.69,0.00782,76.7,0.1876,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,1,1,0.745086745,131.82655,2454964.827,4.29,289.16986,48.06678,15.489,0.0,0.84,0.75,-0.22,4.607,5325.0,1.0,61.4,1775.23,1654.0,1.29,0.015692,270.0,0.626,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,247.47724314,195.2104849,2455028.21,7.6,293.14627,48.058331,15.78,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,208.047137,321.9021,2455154.902,3.22,294.28503,48.059448,13.934,0.2,0.784,1.2,-0.76,4.175,5991.0,1.0,6.9,4.12,363.0,2.05,0.015645,287.5,0.1884,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,30.561533,136.05488,2454969.055,2.227,297.39093,48.03928,15.871,0.21800000000000003,0.654,0.664,0.04,4.609,4294.0,1.0,6.9,4.86,379.0,1.53,0.021046,585.7,0.0124,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,6.10968225,133.80253,2454966.803,5.735,282.23685,48.154243,13.328,0.999,0.756,1.009,-0.88,4.309,6024.0,1.0,18.6,337.78,1093.0,0.79,0.007145,60.3,0.108,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,292.09809,324.4378,2455157.438,14.43,297.75494,43.789261,15.003,0.2,0.972,0.883,-0.24,4.534,5955.0,1.0,11.4,1.2,267.0,2.09,0.021637,528.8,0.5155,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,1,0,11.8045536,141.8433,2454974.843,3.195,298.62399,43.719471,14.274,0.018,0.813,0.857,0.28,4.482,4971.0,1.0,7.0,44.76,660.0,0.94,0.010068,128.9,0.1533,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,578.21623,347.643,2455180.643,2.707,280.34219,43.83334,11.619,0.21800000000000003,1.529,3.244,0.14,3.6,5166.0,1.0,3.5,2.74,328.0,3.54,0.009991,120.6,0.3763,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,56.648588,168.47002,2455001.47,4.534,281.8277,43.808689,15.602,0.99,0.821,0.782,0.1,4.565,5023.0,1.0,11.8,4.77,377.0,2.19,0.025661,648.9,0.769,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,53.554546,160.3983,2454993.398,5.533,283.37384,43.801361,11.47,0.944,1.442,2.622,0.14,3.76,6039.0,1.0,8.9,82.79,769.0,3.1,0.010812,127.6,0.62,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,1,3.1748772,133.7621,2454966.762,7.089,286.69333,43.869961,14.395,0.0,0.944,1.619,0.22,3.994,5116.0,1.0,98.6,933.1,1410.0,8.8,0.049761,1741.0,0.94,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,119.079642,134.0349,2454967.035,16.268,286.92426,43.82943,13.468,0.018,2.573,8.984,0.56,2.942,4849.0,1.0,18.0,94.61,795.0,17.89,0.018231,422.5,0.2275,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,0,1,371.18648,260.7045,2455093.704,19.929,290.7309,43.87009,13.937,0.2,1.054,1.152,-0.1,4.34,6231.0,1.0,18.1,1.68,291.0,2.06,0.016373,317.9,0.0845,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,20.5858591,140.6753,2454973.675,3.069,300.9559,45.11108,15.306,0.21800000000000003,0.695,0.753,-0.72,4.526,5523.0,1.0,6.6,27.85,586.0,1.31,0.015877,260.2,0.7233,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,10.90962154,135.36692,2454968.367,17.8024,283.98358,45.284752,14.096,0.0,0.804,2.064,-0.76,3.714,5323.0,1.0,2345.1,381.27,1127.0,149.1,0.661541,499920.0,0.146,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,113.573945,216.47178,2455049.472,3.007,285.09998,45.23811,12.397,0.018,1.067,2.233,-0.1,3.768,5155.0,1.0,7.8,14.32,496.0,3.45,0.014147,249.6,0.1359,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,27.0779813,135.6789,2454968.679,138.54,285.91354,45.206799,14.17,0.0,0.773,0.85,-0.76,4.467,5906.0,1.0,139.4,29.98,597.0,2.03,0.021829,347.5,0.957,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.827660875,132.821298,2454965.821,3.986,286.12524,45.276932,14.268,0.0,1.118,1.072,-0.16,4.427,6352.0,1.0,890.3,1811.72,1664.0,42.1,0.359608,46677.0,1.026,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,542.91133,409.6919,2455242.692,15.9,289.3334,45.242641,15.373,0.018,0.899,0.824,-0.14,4.559,5583.0,1.0,13.1,0.37,199.0,2.27,0.025176,750.1,0.3766,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,376.554588,247.6177,2455080.618,3.182,290.58508,45.22105,14.694,0.0,1.004,0.913,-0.12,4.519,5926.0,1.0,5.4,0.88,247.0,2.0,0.020044,481.0,0.0963,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,538.4263,154.9034,2454987.903,12.751,292.87256,45.246151,12.099,0.2,1.143,2.028,-0.2,3.882,5962.0,1.0,16.2,2.53,322.0,3.2,0.014438,242.0,0.3917,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,94.20561159,169.2951411,2455002.295,6.62,285.59543,46.509666,11.613,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,378.70643955,470.6725521,2455303.673,14.66,292.40878,46.515259,15.658,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,78.4286313,169.312404,2455002.312,3.7368,293.8945,46.592491,15.069,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,112.6,7.74,425.0,85.77,0.785402,83303.0,1.388,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,287.75613,385.4564,2455218.456,5.487,294.40469,46.56572,16.925,0.018,0.856,0.781,0.24,4.586,4965.0,1.0,6.6,0.5,215.0,3.4,0.039865,1987.0,0.2794,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,2.53021,132.0918,2454965.092,21.79,295.6026,46.517567,12.294,0.133,0.924,1.296,-0.16,4.178,5780.0,1.0,24.2,1338.82,1543.0,41.44,0.292789,367.9,1.275,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.249000963,132.651415,2454965.651,9.6022,297.50803,46.521568,12.502,0.0,1.209,2.293,-0.28,3.8,6025.0,1.0,1159.5,4838.14,2126.0,59.61,0.238071,58776.0,0.68,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,189.961729,288.3907,2455121.391,12.46,292.38818,46.615101,15.713,0.018,0.83,0.742,-0.26,4.613,5335.0,1.0,11.9,1.08,260.0,1.93,0.023873,699.9,0.1845,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,121.62387378,207.4934505,2455040.493,2.73,294.52805,46.608521,12.209,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,202.18722766,174.3624491,2455007.362,2.77,293.45459,48.227852,13.762,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,280.92070688,154.8994005,2454987.899,3.48,297.9147,48.224411,15.261,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,1,0,432.074696,481.2681,2455314.268,4.763,298.26733,48.207458,15.214,0.21800000000000003,0.818,0.739,-0.18,4.608,5183.0,1.0,7.6,0.32,193.0,2.39,0.029576,1088.0,0.1559,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,169.415073,283.3498,2455116.35,3.884,298.47745,48.222031,12.427,0.2,1.199,1.378,-0.02,4.238,6362.0,1.0,9.8,6.87,413.0,2.32,0.015394,239.9,0.7546,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,460.77905,533.8441,2455366.844,15.541,283.54834,48.388931,13.462,0.0,1.449,2.717,0.02,3.731,6126.0,1.0,12.7,5.32,387.0,4.24,0.014303,239.3,0.324,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,3.21318517,132.044475,2454965.044,15.47,291.85208,48.319561,12.52,0.0,1.206,1.513,-0.38,4.159,6712.0,1.0,662.9,2017.35,1710.0,8.24,0.049845,2046.1,0.924,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,57.7749373,154.2915,2454987.291,4.731,297.19424,48.322891,14.753,0.995,1.148,1.097,-0.02,4.417,6277.0,1.0,10.4,17.82,524.0,1.85,0.015468,283.6,0.044,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,331.78248134,431.8146374,2455264.815,4.94,281.81027,48.420395,13.789,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,1.20608769,132.0861,2454965.086,2.2272,292.21179,43.831848,14.252,0.0,1.028,1.355,0.24,4.186,5657.0,1.0,66.9,3353.78,1941.0,44.46,0.300462,1660.6,1.253,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,613.82905,263.471,2455096.471,18.18,294.08139,43.824032,13.016,0.2,1.305,2.357,0.12,3.809,5636.0,1.0,10.2,2.1,307.0,2.85,0.011083,148.2,0.2616,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,476.80454,158.1644,2454991.164,10.65,294.57321,43.898521,13.879,0.2,0.881,0.901,-0.3,4.473,5806.0,1.0,5.7,0.63,227.0,1.12,0.011335,143.6,0.5619,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,4.09513876,131.67784,2454964.678,2.462,294.63257,43.807671,15.524,1.0,1.056,0.963,0.1,4.495,5858.0,1.0,11.6,374.3,1122.0,1.75,0.016601,181.7,0.97,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,502.8356901,234.1810504,2455067.181,9.97,295.65958,43.85825,15.195,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,81.704814,151.4216,2454984.422,1.468,295.70108,43.825218,14.794,0.2,0.867,0.95,-0.6,4.421,6099.0,1.0,5.8,9.04,442.0,1.65,0.015898,297.0,0.0021,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,1,0.779615874,131.68006,2454964.68,3.932,296.73291,43.864319,15.292,0.0,0.959,0.863,-0.12,4.548,5764.0,1.0,22.0,2735.51,1847.0,0.83,0.008815,81.5,0.699,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,578.21805,273.3259,2455106.326,4.18,296.76855,43.862,15.584,0.2,1.031,0.95,-0.18,4.495,6089.0,1.0,5.3,0.59,223.0,2.44,0.023475,637.0,0.3937,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,317.009388,183.1035,2455016.104,3.013,294.09128,45.21767,13.555,0.2,1.15,2.27,0.14,3.787,5066.0,1.0,7.5,3.34,345.0,4.03,0.016272,326.9,0.2991,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,482.51701,276.2043,2455109.204,14.791,297.48312,45.291142,15.054,0.2,1.034,0.96,-0.24,4.488,6168.0,1.0,10.3,0.8,242.0,2.3,0.021978,573.0,0.0846,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,224.469892,230.1638,2455063.164,2.952,298.50476,45.25124,14.918,0.2,0.944,1.091,-0.18,4.337,5911.0,1.0,5.5,2.58,323.0,2.35,0.019695,458.6,0.2691,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,113.556471,186.2321,2455019.232,2.383,299.54834,45.283661,13.316,0.018,0.93,4.164,-0.14,3.167,4842.0,1.0,7.6,42.48,651.0,6.76,0.014868,278.7,0.1828,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,208.02789,324.5074,2455157.507,10.82,283.62271,45.382992,14.487,0.21800000000000003,0.622,0.632,-0.14,4.63,4285.0,1.0,8.8,0.35,196.0,1.04,0.015101,255.0,0.6065,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,308.024953,159.18628,2454992.186,2.665,286.10162,45.319191,11.879,0.2,0.835,1.887,-0.46,3.808,5220.0,1.0,10.2,3.35,345.0,3.55,0.017225,352.6,0.3366,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,7.77710639,133.86539,2454966.865,3.418,287.82678,45.331322,13.725,0.996,0.8,0.851,0.12,4.481,5073.0,1.0,10.6,84.44,773.0,0.73,0.007848,77.4,0.196,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,1,1,1.33261458,132.0098,2454965.01,5.161,294.80966,46.613079,17.511,0.0,0.748,0.76,0.28,4.551,4611.0,1.0,17.5,505.52,1208.0,3.65,0.043932,1335.3,0.936,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,233.64574,297.494,2455130.494,10.05,294.87628,46.607254,17.106,0.2,1.0,1.0,-0.064,4.438,5780.0,1.0,7.6,1.8,296.0,5.2,0.047626,2268.0,0.0691,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,27.285315,153.656,2454986.656,7.47,295.05518,46.66975,14.71,0.44,1.11,1.094,-0.1,4.407,6304.0,1.0,9.6,49.97,678.0,2.19,0.018366,396.5,0.213,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,105.895315,231.4441,2455064.444,2.581,297.2294,46.616402,15.979,0.018,0.786,0.781,-0.2,4.548,5271.0,1.0,7.0,2.58,323.0,2.69,0.031515,1227.0,0.093,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,0,61.224558,181.701,2455014.701,4.103,297.38342,46.68388,15.873,0.13,1.213,1.14,0.07,4.408,6343.0,1.0,9.7,17.89,525.0,2.76,0.022184,544.2,0.571,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,28.507877538,132.793009,2454965.793,3.13331,297.74112,46.660488,14.876,0.0,1.023,0.945,-0.24,4.497,6131.0,1.0,449.0,33.32,613.0,27.79,0.269252,24372.0,1.025,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,444.46522,389.693,2455222.693,0.767,298.155,46.600121,15.466,0.2,0.836,0.746,-0.1,4.609,5134.0,1.0,9.0,0.3,189.0,30.17,0.37036,4084.0,1.2803,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,8.48039,135.853,2454968.853,6.134,298.71469,46.650639,14.863,0.0,1.127,1.067,0.0,4.434,6193.0,1.0,12.0,208.42,969.0,1.23,0.010596,133.7,0.008,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,445.351255,558.63755,2455391.638,6.516,286.35242,42.58577,13.735,0.2,1.454,1.755,-0.18,4.112,7202.0,1.0,10.6,4.43,370.0,3.66,0.019095,420.4,0.1716,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,72.0153825,168.8166,2455001.817,2.548,286.98447,42.551121,11.888,0.018,1.836,5.032,0.07,3.299,5099.0,1.0,6.8,88.86,783.0,6.94,0.012635,177.7,0.6038,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,0,21.12752693,142.67722,2454975.677,2.253,288.22437,42.549011,8.789,0.0,1.636,30.882,0.34,1.672,4024.0,1.0,18.4,7200.22,2349.0,20.93,0.006205,51.8,0.157,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,23.9341825,145.76028,2454978.76,1.607,288.76083,42.554619,14.869,0.018,0.708,0.715,0.24,4.58,4415.0,1.0,6.5,8.27,432.0,1.03,0.013192,228.1,0.0465,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,87.775799,183.4282,2455016.428,1.862,292.49271,42.550739,15.429,0.21800000000000003,0.909,1.025,0.02,4.375,5604.0,1.0,6.3,6.61,409.0,2.44,0.021788,450.0,0.8114,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,65.67350728,189.2618327,2455022.262,2.73,293.43866,42.56181,15.528,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,222.06409878,339.0218658,2455172.022,2.89,294.26602,42.519218,14.017,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,35.882272887,165.5325652,2454998.533,3.95004,295.61066,42.578369,14.295,0.0,0.898,0.812,-0.38,4.57,5840.0,1.0,3096.9,16.3,512.0,35.21,0.397063,101230.0,0.858,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,8.780603773,137.923785,2454970.924,3.16989,281.5979,43.976479,15.674,0.0,0.924,0.832,0.0,4.563,5487.0,1.0,1406.9,85.17,775.0,52.34,0.576032,90028.0,1.127,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,97.5137491,156.92462,2454989.925,2.655,281.95456,43.98061,12.603,0.21800000000000003,1.372,3.18,-0.4,3.57,5437.0,1.0,9.1,37.25,630.0,5.27,0.015182,279.8,0.0922,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,549.42772,132.9476,2454965.948,6.09,290.84729,43.962742,14.654,0.2,1.083,0.971,0.07,4.498,5957.0,1.0,12.1,0.58,223.0,2.64,0.024905,719.1,0.4315,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,284.666844,322.5718,2455155.572,2.752,292.50958,43.957169,13.761,0.2,1.66,4.413,-0.22,3.368,5248.0,1.0,5.6,13.14,486.0,8.98,0.018643,418.0,0.3413,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,224.150923,341.02756,2455174.028,12.455,294.49487,43.91362,13.093,0.999,0.818,1.286,-0.76,4.133,6072.0,1.0,34.2,4.4,369.0,2.41,0.017191,348.6,0.019,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,148.179343,202.2788,2455035.279,12.733,294.60629,43.937141,15.563,1.0,0.967,1.183,0.14,4.278,5635.0,1.0,12.5,4.29,367.0,2.52,0.019514,466.6,0.102,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,551.49832,387.3411,2455220.341,40.92,294.74234,43.909351,15.536,0.21800000000000003,0.978,0.887,-0.2,4.532,5926.0,1.0,37.0,0.51,215.0,4.89,0.050487,1874.4,0.9478,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,351.2878737,207.294303,2455040.294,11.2066,295.4931,43.99353,15.703,0.0,1.006,0.914,-0.1,4.519,5911.0,1.0,1002.8,0.96,252.0,38.47,0.385439,134630.0,0.712,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,376.934014,267.4192,2455100.419,4.28,287.99823,45.396439,13.797,0.2,0.913,1.034,-0.42,4.369,6074.0,1.0,6.1,1.33,274.0,2.13,0.018892,382.4,0.6546,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,46.50446209,142.7268259,2454975.727,1.37,289.83994,45.354191,15.682,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,17.168095,134.637329,2454967.637,13.04,290.39032,45.389992,14.498,0.992,0.885,1.907,-0.23200000000000004,3.824,5053.0,1.0,8.1,31.34,603.0,4.81,0.023077,143.1,0.999,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,124.091252,135.5509,2454968.551,2.172,292.77322,45.371311,14.152,0.018,0.852,0.792,-0.04,4.571,5275.0,1.0,5.7,2.04,305.0,1.3,0.01505,281.4,0.031,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,403.163148,434.7531,2455267.753,5.735,293.29337,45.342541,14.624,0.313,1.079,0.963,0.21,4.504,5812.0,1.0,12.1,0.79,240.0,2.49,0.023645,681.1,0.02,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,341.557931,244.88596,2455077.886,3.365,293.37994,45.31385,12.472,0.21800000000000003,1.245,3.098,-0.22,3.551,5138.0,1.0,9.6,5.65,393.0,6.81,0.020144,433.0,0.6746,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,476.91977,390.4731,2455223.473,5.07,298.28308,45.373589,12.952,0.2,1.257,1.725,-0.08,4.063,6282.0,1.0,7.4,2.49,321.0,2.49,0.013209,193.6,0.5589,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,9.011888,138.658,2454971.658,4.167,299.19171,45.34354,14.321,0.999,1.103,1.735,0.2,4.002,5627.0,1.0,15.5,351.97,1105.0,7.04,0.03717,987.6,0.948,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,351.25069,226.8377,2455059.838,3.648,298.9433,46.679771,15.806,0.2,0.616,0.63,-0.62,4.63,4828.0,1.0,6.5,0.28,186.0,2.23,0.032459,1324.0,0.1777,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,0,212.771978,328.1461,2455161.146,2.115,283.49139,46.757889,15.788,0.21800000000000003,0.793,0.824,0.02,4.505,5122.0,1.0,6.9,1.0,255.0,2.84,0.031582,1239.0,0.2065,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,65.3558881,154.47727,2454987.477,2.165,287.36737,46.76865,15.676,0.018,0.755,0.764,0.2,4.55,4703.0,1.0,9.6,3.05,337.0,2.61,0.031252,1158.0,0.4827,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,1,1,18.0766788,146.25271,2454979.253,3.06,294.12787,46.796848,16.667,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,26.6,54.73,694.0,19.47,0.178327,28831.0,0.822,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,1.33255577,132.0672,2454965.067,4.282,295.26416,46.745941,15.916,0.0,0.835,0.881,0.21,4.469,5122.0,1.0,15.4,961.41,1420.0,0.97,0.010039,126.5,0.199,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,1.33259275,132.01197,2454965.012,4.014,295.2951,46.775841,15.3,0.0,1.045,0.967,-0.14,4.487,6091.0,1.0,15.9,1983.27,1703.0,0.97,0.009163,79.1,0.833,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,1,0,36.6092739,138.77398,2454971.774,1.835,298.11667,46.721958,13.823,0.013,1.973,16.114,-0.34,2.319,4770.0,1.0,7.6,1640.55,1623.0,52.42,0.029789,1102.0,0.26,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,39.399926,160.2611,2454993.261,5.729,298.5697,46.753971,15.453,0.992,0.898,0.795,-0.5,4.581,5913.0,1.0,9.4,14.66,499.0,1.52,0.017476,341.4,0.544,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,270.1430241,210.960799,2455043.961,6.32,286.19986,42.61301,15.059,0.0184,0.843,0.7847999999999999,-0.12399999999999997,4.5896,5383.6,1.0,25.2,200.186,1758.2,1.334,0.016405,330.38,0.3694,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,1,0,0.812592362,131.55642,2454964.556,1.5646,288.49567,42.69556,14.235,0.568,1.398,1.64,-0.22,4.153,7117.0,1.0,226.6,16928.43,2912.0,25.84,0.144276,6945.8,1.007,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,81.871309,169.94965,2455002.95,1.606,289.27045,42.674389,12.869,0.2,1.069,1.115,-0.16,4.375,6343.0,1.0,5.4,12.59,480.0,1.12,0.00917,98.2,0.1996,0.0,0.0,0.0,1.0
